Attribute,Value
Number Critical Scenarios,416
Number Critical Scenarios (duplicate free),111
Number All Scenarios,1000
Number All Scenarios (duplicate free),293
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.83191961  0.81483158]
Input value of critical (first of population of interest),[1.97582698 5.54007492 7.951051  ]
