RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.48262346375051557,0.09058649262680654,100.0,0.647967317057774,0.22096156556181737,100.0,0.7154348066957409,0.19978742234413074
200.0,0.3595756364898863,0.03362478398014533,200.0,0.5231311173378813,0.10926669405399637,200.0,0.6591070845716581,0.16886302896397143
300.0,0.3270237591458304,0.01680775735082262,300.0,0.4735642761980386,0.10985927683904469,300.0,0.6536938675050961,0.17084909975428003
400.0,0.3008674099234202,0.023425595582541495,400.0,0.4374378113877393,0.09260112005712919,400.0,0.6502376341807171,0.17186359539461438
500.0,0.27761001948998526,0.019208797133652828,500.0,0.41361260979759756,0.09067326400661135,500.0,0.6458327840584908,0.17499323563179633
600.0,0.2650404395302479,0.018183757052648707,600.0,0.3871553215782076,0.09124341188648596,600.0,0.6444027890225663,0.17581349120667963
700.0,0.24998762407212055,0.02274936589258776,700.0,0.36990971750531226,0.09635709870579232,700.0,0.643882030972812,0.17613092918007225
800.0,0.24586550579528707,0.022301383331529916,800.0,0.35745934077646646,0.10370204425445093,800.0,0.6425840330645899,0.17686655933446319
900.0,0.24095143998485252,0.02624443788668032,900.0,0.35120166517999835,0.10523654573268017,900.0,0.6424805255990842,0.17692499658337246
1000.0,0.23578110384585688,0.024685222792709665,1000.0,0.3409097411039469,0.10941922106385528,1000.0,0.6423506398700398,0.17694910628794303
