Attribute,Value
Number Critical Scenarios,452
Number Critical Scenarios (duplicate free),127
Number All Scenarios,1000
Number All Scenarios (duplicate free),281
Number Best Critical Scenarios,185
Number Best Critical Scenarios (duplicate free),33
Number Best Scenarios,379
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.45
Ratio Critical/All scenarios (duplicate free),0.45
Ratio Best Critical/Best Scenarios,0.49
Ratio Best Critical/Best Scenarios (duplicate free),0.58
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.794487  0.732747  0.      ]
Input value of critical (first of population of interest),[-0.840537  6.674874  5.83246 ]
