RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.34740510301133765,0.03389986041573781,100.0,0.55531630353216,0.14216812677267754,100.0,0.5223357650803037,0.10433281817154873
200.0,0.2941847192852435,0.015620363524348788,200.0,0.4510613060127092,0.0879115371265543,200.0,0.46621679684286993,0.06708106801024505
300.0,0.2719935515018244,0.02142949573502899,300.0,0.4230973454592492,0.07359417326325872,300.0,0.4544241666109807,0.07542092205502798
400.0,0.2549263363534674,0.017434055180613382,400.0,0.3975078894165823,0.0807577531003464,400.0,0.4495409672629564,0.07520580033545231
500.0,0.24410734498456846,0.01583382605416792,500.0,0.38602117866600666,0.07407230218179099,500.0,0.4470439452820477,0.07337267410491988
600.0,0.23558153445428962,0.013766060824523307,600.0,0.38023143685080535,0.07729340745464655,600.0,0.44588388832620385,0.07255801304749378
700.0,0.2276758903676399,0.010986656895768393,700.0,0.3766734788478879,0.07585776063868103,700.0,0.4431120870791621,0.0722710522402907
800.0,0.22187659667878182,0.00957203090697064,800.0,0.3734159829058525,0.07687793597621163,800.0,0.4421731685264735,0.07194171703874679
900.0,0.2159119153464102,0.008417723318588182,900.0,0.35874999023982934,0.07993811347576356,900.0,0.44189213225328244,0.0720079923808176
1000.0,0.21162501181812673,0.008217714218283826,1000.0,0.3463594073325294,0.07217885711343774,1000.0,0.44155778314672245,0.07234239880554459
