run,RS,NSGA-II-D,NSGA-II
1,0.2027258295681737,0.2855156065094594,0.5360982552347457
2,0.20327782451707244,0.5031891797099876,0.4682776656196934
3,0.20843732500793336,0.3541948816555494,0.33965208708276445
4,0.21267862614721703,0.30285629660330476,0.5360719947996474
5,0.2178798358348765,0.2802323391323823,0.4203047941156855
6,0.20601299912105125,0.36615714579326586,0.49758097119253686
7,0.21412325399077314,0.2955358902556869,0.46027122463906656
8,0.21023851858883086,0.2907655877250098,0.407494990535032
9,0.2307703790963038,0.42361133504778975,0.32937494236736414
10,0.210105526309035,0.36153581089285813,0.4204509058806885
