n_evals,cid
20,0.3098963682453672
40,0.2803194386831893
60,0.25573331250697107
80,0.24335849073205118
100,0.20722053161897958
120,0.20658880799435714
140,0.1978355853752817
160,0.18005029720206428
180,0.17955097398924516
200,0.17883395681668116
220,0.1787686352020033
240,0.1780116989119399
260,0.17703863231930742
280,0.17559055415536154
300,0.17024128047244894
320,0.16722461864445762
340,0.16722461864445762
360,0.16656771763512887
380,0.16599328841106095
400,0.16348701141876731
420,0.1603757694732179
440,0.15705397444095914
460,0.15678167372671964
480,0.15678167372671964
500,0.15471097618006896
520,0.15376938973236992
540,0.1535679496338563
560,0.15196228353961705
580,0.15196228353961705
600,0.1512803125213486
620,0.1512803125213486
640,0.14944412229877094
660,0.14849724846841703
680,0.14791166816946522
700,0.14605461222780208
720,0.14520765740400596
740,0.14474848499184859
760,0.14329348201175612
780,0.14241271693867733
800,0.1423022378320243
820,0.14051084481630627
840,0.14044654608387946
860,0.14044654608387946
880,0.1404090835800874
900,0.1401194795230648
920,0.1401030386040846
940,0.13905378018114298
960,0.13905378018114298
980,0.1386508995457526
1000,0.13852042337363027
