n_evals,cid
40,0.6735977604720881
80,0.4027296895100149
120,0.40236739858866494
160,0.3711912242823874
200,0.37104601160437883
240,0.36786331646520953
280,0.3678327119157403
320,0.2878103785229488
360,0.28696358626728724
400,0.2869585873459555
440,0.286794718243455
480,0.28667606201978496
520,0.28652546079474617
560,0.28598419682841203
600,0.28598270373168566
640,0.28535579840076986
680,0.28535579840076986
720,0.28535579840076986
760,0.2826194143228221
800,0.2826169911525983
840,0.2733883076929149
880,0.2733739236325675
920,0.2733739236325675
960,0.27319275134123533
1000,0.27319275134123533
1040,0.2722248305395522
1080,0.2722248305395522
1120,0.2720963203155217
1160,0.2720963203155217
1200,0.2718529442008454
1240,0.2718527140172913
1280,0.2718527140172913
1320,0.2718527140172913
1360,0.2718091535949664
1400,0.27169868308687006
1440,0.27169868308687006
1480,0.24677035520964014
1520,0.24576021941219034
1560,0.21390450537740296
1600,0.2087883351112973
1640,0.20878110711618916
1680,0.20873611980052278
1720,0.20873611980052278
1760,0.20873611980052278
1800,0.20866216513633704
1840,0.20855402395624956
1880,0.20855402395624956
1920,0.20855402395624956
1960,0.20855402395624956
2000,0.208316467388449
