RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.1715153145501437,0.00718149578819498,100.0,0.23486638364519657,0.029316063420310318,100.0,0.25528633956112534,0.012497428114502728
200.0,0.13284015579300443,0.004973846502490443,200.0,0.21171354162632464,0.021992371745676496,200.0,0.24925098790681197,0.014217127610106564
300.0,0.1149565153954574,0.0026152201730999785,300.0,0.20300053209243235,0.019829676128021542,300.0,0.24724631533494015,0.015844763534254173
400.0,0.10166630460678756,0.004790857487917602,400.0,0.19506186512328316,0.01999441144231695,400.0,0.24696157759995746,0.015784265402632464
500.0,0.09434552375908066,0.0036388872000780456,500.0,0.19245555197711517,0.023105671771576443,500.0,0.24564372046288957,0.015246864246142034
600.0,0.0883065742375875,0.002280883212970884,600.0,0.19129970687501602,0.024303902764736582,600.0,0.24425054726579076,0.013843775677314995
700.0,0.0834203216172319,0.0022735661914407928,700.0,0.18697036766403669,0.024568982429499973,700.0,0.24326342739949816,0.013237229253525147
800.0,0.07934195479248193,0.002466855592883727,800.0,0.18227720110859455,0.02484507637631096,800.0,0.24309470649463466,0.013157396931754666
900.0,0.07610241695952179,0.0020177505420238113,900.0,0.17888637178574884,0.025071609991555138,900.0,0.24274135406865235,0.012853463410942498
1000.0,0.07328853193402211,0.0021104818868347506,1000.0,0.1773598523695141,0.025473120851867766,1000.0,0.242681724920606,0.012826340449527553
