Attribute,Value
Number Critical Scenarios,408
Number Critical Scenarios (duplicate free),86
Number All Scenarios,1000
Number All Scenarios (duplicate free),217
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.40
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99516684  0.62205883  0.        ]
Input value of critical (first of population of interest),[ 7.79252761 -0.85625682 14.59413782]
