Attribute,Value
Number Critical Scenarios,968
Number Critical Scenarios (duplicate free),261
Number All Scenarios,1000
Number All Scenarios (duplicate free),290
Number Best Critical Scenarios,411
Number Best Critical Scenarios (duplicate free),67
Number Best Scenarios,411
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.90
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999335  0.739778]
Input value of critical (first of population of interest),[ 4.669747 -0.921733  1.618634]
