Attribute,Value
Number Critical Scenarios,973
Number Critical Scenarios (duplicate free),243
Number All Scenarios,1000
Number All Scenarios (duplicate free),266
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.91
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.59653634  0.76766087]
Input value of critical (first of population of interest),[-4.556759    6.31131504  1.93188763]
