Attribute,Value
Number Critical Scenarios,417
Number Critical Scenarios (duplicate free),125
Number All Scenarios,1000
Number All Scenarios (duplicate free),317
Number Best Critical Scenarios,126
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,187
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.67
Ratio Best Critical/Best Scenarios (duplicate free),0.78
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.964958  0.85012 ]
Input value of critical (first of population of interest),[ 6.584793 -0.729927  7.310388]
