Attribute,Value
Number Critical Scenarios,566
Number Critical Scenarios (duplicate free),182
Number All Scenarios,1000
Number All Scenarios (duplicate free),316
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.58
Ratio Best Critical/Best Scenarios,0.55
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.97116232  0.81397059]
Input value of critical (first of population of interest),[ 1.4256826   7.75477858 13.74917888]
