Attribute,Value
Number Critical Scenarios,675
Number Critical Scenarios (duplicate free),217
Number All Scenarios,1000
Number All Scenarios (duplicate free),318
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.68
Ratio Critical/All scenarios (duplicate free),0.68
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.96437937  0.72810458]
Input value of critical (first of population of interest),[1.16541618 6.13108411 1.44123034]
