Attribute,Value
Number Critical Scenarios,243
Number Critical Scenarios (duplicate free),243
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,11
Number Best Scenarios (duplicate free),11
Ratio Critical/All scenarios,0.24
Ratio Critical/All scenarios (duplicate free),0.24
Ratio Best Critical/Best Scenarios,0.73
Ratio Best Critical/Best Scenarios (duplicate free),0.73
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9999882   0.77360682  0.        ]
Input value of critical (first of population of interest),[ 6.3073268  -2.35043554  6.78108252]
