Attribute,Value
Number Critical Scenarios,841
Number Critical Scenarios (duplicate free),187
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,18
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.84
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,0.90
Ratio Best Critical/Best Scenarios (duplicate free),0.90
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.59893298  0.68904268  0.        ]
Input value of critical (first of population of interest),[-0.15413275  6.77839909  2.00739661]
