Attribute,Value
Number Critical Scenarios,180
Number Critical Scenarios (duplicate free),44
Number All Scenarios,1000
Number All Scenarios (duplicate free),223
Number Best Critical Scenarios,96
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,581
Number Best Scenarios (duplicate free),72
Ratio Critical/All scenarios,0.18
Ratio Critical/All scenarios (duplicate free),0.20
Ratio Best Critical/Best Scenarios,0.17
Ratio Best Critical/Best Scenarios (duplicate free),0.18
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.997018  0.778345 -1.477878]
Input value of critical (first of population of interest),[-0.270574  6.109681  6.260949]
