Attribute,Value
Number Critical Scenarios,368
Number Critical Scenarios (duplicate free),102
Number All Scenarios,1000
Number All Scenarios (duplicate free),218
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.37
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.77114069  0.8164612   0.        ]
Input value of critical (first of population of interest),[-3.52742091 -5.4532725   4.58328187]
