Attribute,Value
Number Critical Scenarios,406
Number Critical Scenarios (duplicate free),406
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,16
Number Best Scenarios (duplicate free),16
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.41
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999988  0.76527838  0.        ]
Input value of critical (first of population of interest),[-7.89312777  4.53266208  2.76055391]
