Attribute,Value
Number Critical Scenarios,837
Number Critical Scenarios (duplicate free),177
Number All Scenarios,1000
Number All Scenarios (duplicate free),205
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.84
Ratio Critical/All scenarios (duplicate free),0.86
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99970174  0.76859706  0.        ]
Input value of critical (first of population of interest),[ 1.12480779 -6.66925093  2.04942282]
