Attribute,Value
Number Critical Scenarios,246
Number Critical Scenarios (duplicate free),51
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,158
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,509
Number Best Scenarios (duplicate free),58
Ratio Critical/All scenarios,0.25
Ratio Critical/All scenarios (duplicate free),0.22
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.34
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.997758  0.811094 -2.683137]
Input value of critical (first of population of interest),[2.102546 6.313257 5.54374 ]
