Attribute,Value
Number Critical Scenarios,434
Number Critical Scenarios (duplicate free),111
Number All Scenarios,1000
Number All Scenarios (duplicate free),201
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.55
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.74290991  0.70834407  0.        ]
Input value of critical (first of population of interest),[7.81032497 7.50562427 1.58502027]
