Attribute,Value
Number Critical Scenarios,60
Number Critical Scenarios (duplicate free),60
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,2
Number Best Critical Scenarios (duplicate free),2
Number Best Scenarios,6
Number Best Scenarios (duplicate free),6
Ratio Critical/All scenarios,0.06
Ratio Critical/All scenarios (duplicate free),0.06
Ratio Best Critical/Best Scenarios,0.33
Ratio Best Critical/Best Scenarios (duplicate free),0.33
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999938  0.759386  0.      ]
Input value of critical (first of population of interest),[-7.436225 -7.190233 17.677926]
