Attribute,Value
Number Critical Scenarios,495
Number Critical Scenarios (duplicate free),130
Number All Scenarios,1000
Number All Scenarios (duplicate free),312
Number Best Critical Scenarios,271
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,447
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.49
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.941229  0.742779]
Input value of critical (first of population of interest),[-5.460011  4.112471  2.67188 ]
