Attribute,Value
Number Critical Scenarios,661
Number Critical Scenarios (duplicate free),229
Number All Scenarios,1000
Number All Scenarios (duplicate free),360
Number Best Critical Scenarios,177
Number Best Critical Scenarios (duplicate free),46
Number Best Scenarios,274
Number Best Scenarios (duplicate free),69
Ratio Critical/All scenarios,0.66
Ratio Critical/All scenarios (duplicate free),0.64
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.67
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.968576  0.722111]
Input value of critical (first of population of interest),[3.777801 6.25967  0.168055]
