Attribute,Value
Number Critical Scenarios,757
Number Critical Scenarios (duplicate free),200
Number All Scenarios,1000
Number All Scenarios (duplicate free),269
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.76
Ratio Critical/All scenarios (duplicate free),0.74
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999994  0.79156145]
Input value of critical (first of population of interest),[-3.23299947  4.42655058  3.20288405]
