Attribute,Value
Number Critical Scenarios,556
Number Critical Scenarios (duplicate free),111
Number All Scenarios,1000
Number All Scenarios (duplicate free),198
Number Best Critical Scenarios,380
Number Best Critical Scenarios (duplicate free),46
Number Best Scenarios,627
Number Best Scenarios (duplicate free),54
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.56
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.949803  0.744432  0.      ]
Input value of critical (first of population of interest),[-7.3383    2.383627  1.152326]
