Attribute,Value
Number Critical Scenarios,485
Number Critical Scenarios (duplicate free),152
Number All Scenarios,1000
Number All Scenarios (duplicate free),283
Number Best Critical Scenarios,63
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,210
Number Best Scenarios (duplicate free),29
Ratio Critical/All scenarios,0.48
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.48
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999516  0.804558]
Input value of critical (first of population of interest),[-3.168512  0.980785  3.477659]
