Attribute,Value
Number Critical Scenarios,75
Number Critical Scenarios (duplicate free),75
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,10
Number Best Scenarios (duplicate free),10
Ratio Critical/All scenarios,0.07
Ratio Critical/All scenarios (duplicate free),0.07
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999964  0.780318  0.      ]
Input value of critical (first of population of interest),[ 7.983402 -6.814616 14.843007]
