n_evals,cid
20,0.5604944416626395
40,0.3714098435028251
60,0.32301744505326274
80,0.2897231363392798
100,0.2824199795979618
120,0.2790969488830682
140,0.26766124679388437
160,0.2607783864419071
180,0.2606538712456022
200,0.25590163721010695
220,0.2558677349220063
240,0.2558677349220063
260,0.2558453788193551
280,0.2552192348839601
300,0.2552192348839601
320,0.25521409596499717
340,0.2550259117367813
360,0.25493792647644037
380,0.25098011661529007
400,0.25057863737646646
420,0.25056117727345306
440,0.24739369010459733
460,0.24739369010459733
480,0.24728351691472766
500,0.24722235521715952
520,0.24722235521715952
540,0.24716649766339943
560,0.24716649766339943
580,0.24716649766339943
600,0.2463773536416759
620,0.2463773536416759
640,0.2458081756660636
660,0.2458081756660636
680,0.2458081756660636
700,0.2456892001177749
720,0.2456892001177749
740,0.2456877347519987
760,0.24550701793938762
780,0.23587447457289995
800,0.23587447457289995
820,0.23108690300872212
840,0.23064593773168188
860,0.23032808625298953
880,0.23032808625298953
900,0.23032808625298953
920,0.23022118221050217
940,0.23013313923383596
960,0.2299604435782144
980,0.2295993112257819
1000,0.2295456294826001
