Attribute,Value
Number Critical Scenarios,27
Number Critical Scenarios (duplicate free),27
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,2
Number Best Critical Scenarios (duplicate free),2
Number Best Scenarios,10
Number Best Scenarios (duplicate free),10
Ratio Critical/All scenarios,0.03
Ratio Critical/All scenarios (duplicate free),0.03
Ratio Best Critical/Best Scenarios,0.20
Ratio Best Critical/Best Scenarios (duplicate free),0.20
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.756386  0.      ]
Input value of critical (first of population of interest),[1.202047 7.244319 5.779498]
