Attribute,Value
Number Critical Scenarios,562
Number Critical Scenarios (duplicate free),177
Number All Scenarios,1000
Number All Scenarios (duplicate free),337
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.53
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,4
Fitness value of critical (first of population of interest),[-0.80263591  0.70150123]
Input value of critical (first of population of interest),[7.52214002 1.19604192 8.87190925]
