Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.372293,0.606297,0.508785,-0.950151,-2.282556
1,0.372275,0.606297,0.508785,-0.956445,-2.333346
2,0.372293,0.606297,0.508785,-0.950151,-2.282556
3,0.372275,0.606297,0.508785,-0.956445,-2.333346
4,0.372293,0.606297,0.508785,-0.950151,-2.282556
5,0.372275,0.606297,0.508785,-0.956445,-2.333346
6,0.372293,0.606297,0.508785,-0.950151,-2.282556
7,0.372275,0.606297,0.508785,-0.956445,-2.333346
8,0.372293,0.606297,0.508785,-0.950151,-2.282556
9,0.372275,0.607908,0.508785,-0.943881,-2.333346
10,0.372275,0.606297,0.508785,-0.956445,-2.333346
11,0.372293,0.606297,0.508785,-0.950151,-2.282556
12,0.372275,0.607908,0.508785,-0.943881,-2.333346
13,0.372275,0.606297,0.508785,-0.956445,-2.333346
14,0.372293,0.606297,0.508785,-0.950151,-2.282556
15,0.372275,0.607908,0.508785,-0.943881,-2.333346
16,0.372275,0.606297,0.508785,-0.956445,-2.333346
17,0.372293,0.606297,0.508785,-0.950151,-2.282556
18,0.372275,0.607908,0.508785,-0.943881,-2.333346
19,0.372275,0.606297,0.535174,-0.966409,-2.333346
20,0.372275,0.606297,0.508785,-0.956445,-2.333346
21,0.371995,0.607908,0.508785,-0.957847,-2.331455
22,0.372275,0.607908,0.508785,-0.943881,-2.333346
23,0.372293,0.606297,0.508785,-0.950151,-2.282556
24,0.372275,0.606297,0.535174,-0.966409,-2.333346
25,0.372275,0.606297,0.508785,-0.956445,-2.333346
26,0.371995,0.607908,0.508785,-0.957847,-2.331455
27,0.372008,0.607908,0.508785,-0.958298,-2.331373
28,0.372280,0.606297,0.508785,-0.956445,-2.333346
29,0.372275,0.607908,0.508785,-0.943881,-2.333346
30,0.372293,0.606297,0.508785,-0.950151,-2.282556
31,0.460897,1.330326,3.037987,-0.948544,-2.757381
32,0.403679,0.606297,0.074447,-0.980947,-2.394201
33,0.372275,0.602195,0.508785,-0.970055,-2.333346
34,0.372275,0.606297,0.535174,-0.966409,-2.333346
35,0.372008,0.607908,0.508785,-0.958298,-2.331373
36,0.460897,1.330326,3.037987,-0.948544,-2.757381
37,0.403679,0.606297,0.074447,-0.980947,-2.394201
38,0.372275,0.602195,0.508785,-0.970055,-2.333346
39,0.372610,0.602195,0.526219,-0.978718,-2.281778
40,0.372275,0.606297,0.535174,-0.966409,-2.333346
