RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.19692005916864724,0.012299774120493006,100.0,0.27373174062043737,0.034755365549396754,100.0,0.2882848083941978,0.07088045679587913
200.0,0.15089640384809888,0.008519003487896302,200.0,0.2583077236692231,0.029877016728773017,200.0,0.2801187649573433,0.07012866403345945
300.0,0.13444865451040153,0.006439918264392054,300.0,0.24033441960434546,0.0355727944335165,300.0,0.27680486064177184,0.07114537245652766
400.0,0.12212409153910744,0.0045638407719280506,400.0,0.2328951974531433,0.03768522498273342,400.0,0.2749374509390446,0.07130737304186988
500.0,0.11382517494552716,0.006681780449966598,500.0,0.22631663997104434,0.034318520463481245,500.0,0.2737060954183915,0.0703814733646235
600.0,0.10689144688750932,0.005587450063835704,600.0,0.22034540571408884,0.03819949546567592,600.0,0.2728834639550758,0.0704306526846374
700.0,0.1012561714919424,0.004005571202352444,700.0,0.21737354347718676,0.03931733293224127,700.0,0.2724909359964696,0.07021599776038662
800.0,0.09721426516366152,0.0037117471211149033,800.0,0.21288985655510917,0.040434072063386485,800.0,0.2719771549582386,0.06986782616531277
900.0,0.09375809365796862,0.003291805085506523,900.0,0.2082030433391461,0.04291117977976085,900.0,0.2710118379880094,0.06959756092998344
1000.0,0.09117977925674398,0.0031225845853931045,1000.0,0.20577412705500153,0.04287330100367318,1000.0,0.2706947277954434,0.06930268233731485
