run,RS,NSGA-II-D,NSGA-II
1,0.09911251032923571,0.18942512822960308,0.2546670913285383
2,0.09264277795595945,0.2140167141467022,0.21069902197938747
3,0.0888923666179846,0.15230590250564133,0.4148379917908776
4,0.09158432785667883,0.233650746517265,0.3689697015457511
5,0.08809794632205624,0.16104895431838856,0.24124196536204107
6,0.09077046714140109,0.2227718283588688,0.21598286285757873
7,0.08895102480990104,0.28342125552109737,0.2910456918272829
8,0.08963657792046974,0.24242362562885358,0.20906464203729888
9,0.09140494550213268,0.20684027222594728,0.2535623837798568
10,0.09070484811162026,0.15183684309764778,0.24687592544582102
