Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,5.331017,-5.102104,17.633822,-0.961598,0.798769,0.000000
1,-6.931238,3.855223,18.877023,-0.959485,0.791420,0.000000
2,-5.281473,1.403455,2.609851,-0.999970,0.812378,0.000000
3,4.386617,-7.907876,1.805637,-0.999996,0.832801,0.000000
4,1.406071,-5.817497,0.042181,-0.999998,0.782577,0.000000
5,5.358611,-4.125008,0.054922,-0.973720,0.760948,0.000000
6,-6.003173,0.603732,2.933561,-0.999989,0.827035,0.000000
7,-1.625251,-6.378565,0.232932,-0.995384,0.784746,0.000000
8,5.572216,7.959632,12.098812,-0.988284,0.739970,0.000000
9,-7.418298,-0.459039,11.609731,-0.994392,0.745203,0.000000
10,-2.557463,-7.175473,2.279183,-0.999997,0.831881,0.000000
11,-3.792302,4.753831,0.630844,-0.986760,0.772381,0.000000
12,7.789316,-1.681921,15.277408,-0.997641,0.712039,0.000000
13,5.081739,-6.494631,18.444669,-0.970284,0.794032,0.000000
14,-6.917727,5.727634,3.105517,-0.999975,0.828266,0.000000
15,-2.989586,7.602729,13.681473,-0.976506,0.678642,0.000000
16,-6.891952,-0.545182,3.096571,-0.999996,0.829079,0.000000
17,3.994165,-4.540421,0.001474,-0.999397,0.769106,0.000000
18,-4.270540,4.481059,1.296948,-0.994676,0.773366,0.000000
19,-7.665317,4.790972,18.801569,-0.980821,0.779558,0.000000
20,1.314293,7.278847,13.933220,-0.983477,0.719164,0.000000
21,6.957099,-6.322268,0.193237,-0.999929,0.765701,0.000000
22,-4.896524,5.880926,3.298096,-0.990275,0.813669,0.000000
23,2.948259,-7.036037,2.178791,-0.999991,0.837951,0.000000
24,-5.691467,0.173620,2.840127,-0.999993,0.818510,0.000000
25,-5.464690,6.337280,3.241241,-0.997528,0.806366,0.000000
26,-6.468215,7.067115,0.645995,-0.999951,0.764466,0.000000
27,3.983244,5.784446,1.900990,-0.954159,0.711692,0.000000
28,-1.118079,-7.903815,2.039671,-1.000000,0.834167,0.000000
29,-7.593033,-0.443577,2.757670,-0.999999,0.824096,0.000000
30,4.402402,-4.605087,0.447619,-0.998774,0.767225,0.000000
31,-1.889705,-6.131703,0.093694,-0.967772,0.785970,0.000000
32,6.044092,-6.509135,18.269854,-0.981166,0.806063,0.000000
33,7.343047,-2.083735,14.636517,-0.978366,0.710188,0.000000
34,7.903676,-5.348532,16.747788,-0.985604,0.781176,0.000000
35,-5.927917,5.733036,18.808913,-0.958117,0.789561,0.000000
36,-7.671364,4.415850,0.557677,-1.000000,0.771576,0.000000
37,3.146392,7.662077,2.198525,-0.950221,0.712913,0.000000
38,-7.596936,5.558669,2.962894,-0.999988,0.834227,0.000000
39,-6.472422,-6.667331,3.513227,-0.987661,0.830728,0.000000
40,-7.574173,7.293645,1.086242,-0.999999,0.765193,0.000000
41,-7.048424,-1.259496,11.790232,-0.994676,0.745197,0.000000
42,3.427668,6.838393,1.887179,-0.951556,0.716211,0.000000
43,-7.813686,-2.596419,0.762455,-0.996183,0.779878,0.000000
44,-6.674957,1.854104,1.379655,-1.000000,0.778662,0.000000
45,-5.506640,6.239023,3.115636,-0.998637,0.803335,0.000000
46,-6.371470,-6.243223,2.018583,-0.965113,0.817561,0.000000
47,7.210952,4.491454,3.137721,-0.951954,0.722807,0.000000
48,3.405670,-7.796143,18.075790,-0.964906,0.783172,0.000000
49,1.567636,4.437096,1.743819,-0.952259,0.698856,0.000000
50,6.360344,5.061596,3.466085,-0.954909,0.727822,0.000000
51,7.835840,-7.522453,18.350198,-0.998675,0.791051,0.000000
52,-6.362910,3.420940,18.573822,-0.952799,0.794932,0.000000
53,-7.213333,0.999811,1.370733,-1.000000,0.792443,0.000000
54,-6.881963,1.298910,3.176558,-0.999987,0.835571,0.000000
55,5.869010,-4.781769,0.484664,-0.994941,0.761868,0.000000
56,5.539331,-7.278314,2.329865,-0.999987,0.837445,0.000000
