Attribute,Value
Number Critical Scenarios,112
Number Critical Scenarios (duplicate free),112
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.11
Ratio Critical/All scenarios (duplicate free),0.11
Ratio Best Critical/Best Scenarios,0.77
Ratio Best Critical/Best Scenarios (duplicate free),0.77
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.83696936  0.        ]
Input value of critical (first of population of interest),[-2.7109442   6.07338425  6.44910832]
