Attribute,Value
Number Critical Scenarios,282
Number Critical Scenarios (duplicate free),102
Number All Scenarios,1000
Number All Scenarios (duplicate free),236
Number Best Critical Scenarios,109
Number Best Critical Scenarios (duplicate free),31
Number Best Scenarios,554
Number Best Scenarios (duplicate free),64
Ratio Critical/All scenarios,0.28
Ratio Critical/All scenarios (duplicate free),0.43
Ratio Best Critical/Best Scenarios,0.20
Ratio Best Critical/Best Scenarios (duplicate free),0.48
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.997543  0.815541  0.      ]
Input value of critical (first of population of interest),[-2.418701 -7.191086  4.470111]
