Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.471058,0.713224,0.688993,-0.966397,-2.462407,1
1,0.993544,1.371485,1.005051,-0.006211,-2.899773,0
2,0.433652,0.718339,1.260470,-0.999981,-2.389604,1
3,0.976807,1.419244,0.974316,-0.073232,-2.833264,0
4,0.455773,0.729701,0.930207,-0.938942,-2.468924,1
5,0.461681,0.713224,0.688993,-0.902421,-2.505744,1
6,0.973877,1.371485,0.845150,-0.185936,-2.821303,0
7,0.442279,0.672274,0.704759,-0.967575,-2.400934,1
8,0.999639,1.375832,1.161378,-0.000120,-2.922045,0
9,0.980498,1.419244,0.974316,-0.059493,-2.849277,0
10,0.437048,0.842564,0.870820,-0.849913,-2.782834,1
11,0.984443,1.419244,0.974316,-0.051683,-2.863700,0
12,0.986360,1.370219,1.162941,-0.000325,-2.870100,0
13,0.433652,0.718406,1.286163,-0.999568,-2.389604,1
14,0.446189,0.655477,1.003126,-0.999786,-1.432455,0
15,0.446189,0.727400,1.003126,-0.925024,-2.433769,1
16,0.469676,0.672274,0.503661,-0.932518,-2.394527,1
17,0.999639,0.931042,0.836682,-0.000000,-2.919899,0
18,0.999570,1.371485,4.474046,-0.000000,-2.919914,0
19,0.997367,1.459163,1.260470,-0.000104,-2.908070,0
20,0.979084,1.495105,1.076357,-0.056568,-2.842436,0
21,0.979256,1.494974,1.078898,-0.055654,-2.843074,0
22,0.436776,0.842564,0.870820,-0.849351,-2.781730,1
23,0.980747,1.379001,1.005051,-0.016441,-2.848012,0
24,0.998898,1.371485,4.474046,-0.000000,-2.917801,0
25,0.357154,0.923076,3.520166,-0.998908,-1.203501,0
26,0.405326,0.687347,1.254957,-0.998542,-2.388024,1
27,0.470628,0.717344,1.229297,-0.998826,-1.500918,0
28,0.436776,0.842564,0.703791,-0.503444,-2.781730,0
29,0.963843,1.371616,1.002510,-0.037997,-2.782755,0
30,0.430707,0.845181,0.870559,-0.643024,-2.723713,0
31,0.486274,0.800066,1.161783,-0.759015,-2.552261,0
32,0.430707,0.672274,0.503661,-0.830711,-2.405292,1
33,0.979244,1.295544,0.988858,-0.003593,-2.843074,0
34,0.997367,1.387221,1.260470,-0.000015,-2.906013,0
35,0.965062,1.371485,1.005051,-0.033722,-2.787296,0
36,0.973458,1.379269,1.005051,-0.026338,-2.819917,0
37,0.978586,1.371485,0.997229,-0.019522,-2.840550,0
38,0.973670,1.379001,1.005051,-0.025706,-2.820579,0
39,0.979084,1.371485,0.997229,-0.019264,-2.842436,0
