Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.506350,1.379591,3.135748,-0.980980,-1.573466,0
1,0.372275,0.606297,0.508785,-0.956445,-2.333346,1
2,0.460353,1.352093,3.036446,-0.782186,-2.753135,0
3,0.416141,1.267596,3.290347,-0.810691,-2.454172,1
4,0.372293,0.616308,0.508785,-0.819090,-2.338673,1
5,0.431967,0.990186,2.936313,-0.992660,-1.392665,0
6,0.978295,1.280509,0.728392,-0.138231,-2.839733,0
7,0.989107,0.986924,0.634414,-0.000027,-2.881060,0
8,0.995314,0.986924,0.753909,-0.000001,-2.905740,0
9,0.428238,0.971498,2.851776,-0.996388,-1.384464,0
10,0.400784,1.375274,4.233770,-0.998958,-1.321797,0
11,0.994551,0.982254,0.634091,-0.000014,-2.903589,0
12,0.506350,1.379591,2.983834,-0.980075,-1.573466,0
13,0.506350,1.379591,2.988626,-0.980075,-1.573466,0
14,0.372293,0.606297,0.508785,-0.950151,-2.282556,1
15,0.372275,0.607908,0.508785,-0.943881,-2.333346,1
16,0.509341,1.380245,3.127768,-0.952459,-1.583750,0
17,0.416141,1.280509,3.290347,-0.699704,-2.476766,0
18,0.425647,1.261000,3.112617,-0.680278,-2.511885,0
19,0.425647,1.261000,3.112720,-0.680278,-2.511885,0
20,0.416141,1.280509,3.290245,-0.699704,-2.476766,0
21,0.953987,1.276520,0.753372,-0.215754,-2.747931,0
22,0.416141,1.272733,3.290347,-0.763123,-2.454172,0
23,0.479693,0.616308,0.183402,-0.797530,-2.340434,0
24,0.976734,1.022851,0.726416,-0.000055,-2.832523,0
25,0.976481,1.008341,0.344806,-0.016035,-2.831690,0
26,0.969230,1.139557,0.628135,-0.028445,-2.804204,0
27,0.995314,1.874188,4.976701,-0.000000,-2.903607,0
28,0.428238,0.972468,2.977072,-0.995833,-1.384464,0
29,0.399953,1.375274,4.233770,-0.997657,-1.318826,0
30,0.375863,1.891468,4.966947,-0.997994,-1.260210,0
31,0.992591,1.022851,0.753372,-0.000009,-2.894325,0
32,0.994125,0.658382,4.937488,-0.000000,-2.897478,0
33,0.992724,1.895742,4.937488,-0.000000,-2.892920,0
34,0.375863,0.949938,3.127768,-0.997721,-1.260210,0
35,0.416141,1.280509,3.288654,-0.666079,-2.476766,0
36,0.962749,1.008341,0.361955,-0.021006,-2.778916,0
37,0.378005,0.606922,0.344806,-0.871786,-2.312821,1
38,0.506350,1.350100,3.135748,-0.905063,-1.573466,0
39,0.503369,1.281134,2.998277,-0.965041,-1.570074,0
