Attribute,Value
Number Critical Scenarios,361
Number Critical Scenarios (duplicate free),79
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.35
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.94983739  0.82464986 -0.93704054]
Input value of critical (first of population of interest),[-3.79890121 -4.5207957   5.5132192 ]
