Attribute,Value
Number Critical Scenarios,361
Number Critical Scenarios (duplicate free),116
Number All Scenarios,1000
Number All Scenarios (duplicate free),216
Number Best Critical Scenarios,5
Number Best Critical Scenarios (duplicate free),5
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.36
Ratio Critical/All scenarios (duplicate free),0.54
Ratio Best Critical/Best Scenarios,0.25
Ratio Best Critical/Best Scenarios (duplicate free),0.25
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.96817464  0.80727204  0.        ]
Input value of critical (first of population of interest),[-1.40132053 -4.28376722  2.40009514]
