Attribute,Value
Number Critical Scenarios,979
Number Critical Scenarios (duplicate free),302
Number All Scenarios,1000
Number All Scenarios (duplicate free),323
Number Best Critical Scenarios,264
Number Best Critical Scenarios (duplicate free),57
Number Best Scenarios,264
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.98
Ratio Critical/All scenarios (duplicate free),0.93
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.829486]
Input value of critical (first of population of interest),[-6.722312 -1.448747  2.970126]
