Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.804772,1.306941,1.188710,-0.925627,-2.199883
1,0.804772,1.306941,1.188710,-0.925627,-2.199883
2,0.804772,1.306941,1.188710,-0.925627,-2.199883
3,0.804772,1.306941,1.188710,-0.925627,-2.199883
4,0.804772,1.306887,1.233024,-0.820881,-2.198310
5,0.804772,1.306941,1.188710,-0.925627,-2.199883
6,0.804772,1.306887,1.233024,-0.820881,-2.198310
7,0.802428,1.306887,1.233024,-0.890178,-2.189080
8,0.804772,1.306941,1.188710,-0.925627,-2.199883
9,0.804772,1.306888,1.191332,-0.906931,-2.199883
10,0.804772,1.306887,1.233024,-0.820881,-2.198310
11,0.802428,1.306887,1.233024,-0.890178,-2.189080
12,0.802428,1.306800,1.233024,-0.889798,-2.189080
13,0.804772,1.306941,1.188710,-0.925627,-2.199883
14,0.802428,1.323791,1.228867,-0.968538,-2.189080
15,0.804772,1.308493,1.191332,-0.912476,-2.199883
16,0.804772,1.306888,1.191332,-0.906931,-2.199883
17,0.804772,1.306887,1.233024,-0.820881,-2.198310
18,0.802428,1.306887,1.233024,-0.890178,-2.189080
19,0.804772,1.306941,1.188710,-0.925627,-2.199883
20,0.802428,1.323791,1.228867,-0.968538,-2.189080
21,0.804772,1.308550,1.191332,-0.912669,-2.199883
22,0.802428,1.323791,1.249696,-0.934043,-2.189080
23,0.804772,1.308493,1.191332,-0.912476,-2.199883
24,0.804772,1.306888,1.191332,-0.906931,-2.199883
25,0.802428,1.323791,1.228867,-0.968538,-2.189080
26,0.804772,1.308493,1.178831,-0.945110,-2.199883
27,0.804772,1.306941,1.188710,-0.925627,-2.199883
28,0.802428,1.323791,1.249696,-0.934043,-2.189080
29,0.804772,1.308550,1.191332,-0.912669,-2.199883
30,0.804772,1.308493,1.191332,-0.912476,-2.199883
31,0.802428,1.323791,1.228867,-0.968538,-2.189080
32,0.804772,1.308493,1.178831,-0.945110,-2.199883
33,0.804772,1.306941,1.188710,-0.925627,-2.199883
34,0.802428,1.323791,1.249696,-0.934043,-2.189080
35,0.804772,1.308550,1.191332,-0.912669,-2.199883
36,0.804772,1.308493,1.191332,-0.912476,-2.199883
37,0.802428,1.323791,1.228867,-0.968538,-2.189080
38,0.804772,1.308493,1.178831,-0.945110,-2.199883
39,0.804772,1.306941,1.188710,-0.925627,-2.199883
40,0.802428,1.323791,1.249696,-0.934043,-2.189080
41,0.804772,1.308550,1.191332,-0.912669,-2.199883
42,0.804772,1.308493,1.178831,-0.945110,-2.199883
43,0.802428,1.323791,1.191457,-0.996159,-2.189080
44,0.804772,1.308429,1.178831,-0.944956,-2.199883
45,0.802428,1.323791,1.228867,-0.968538,-2.189080
46,0.804772,1.313448,1.191332,-0.928182,-2.199883
47,0.802428,1.323791,1.249696,-0.934043,-2.189080
48,0.804772,1.308493,1.178831,-0.945110,-2.199883
49,0.802428,1.323791,1.191457,-0.996159,-2.189080
50,0.824301,1.329413,1.167188,-0.805866,-2.274453
51,0.804772,1.308429,1.178831,-0.944956,-2.199883
52,0.802428,1.323791,1.228867,-0.968538,-2.189080
53,0.804772,1.313509,1.191332,-0.928363,-2.199883
54,0.802428,1.323791,1.249696,-0.934043,-2.189080
55,0.804772,1.308493,1.178831,-0.945110,-2.199883
56,0.802428,1.323791,1.191457,-0.996159,-2.189080
57,0.824301,1.329413,1.167188,-0.805866,-2.274453
58,0.804772,1.308429,1.178831,-0.944956,-2.199883
59,0.802428,1.323791,1.228867,-0.968538,-2.189080
60,0.804800,1.308204,1.178831,-0.944417,-2.199883
61,0.802428,1.323791,1.191457,-0.996159,-2.189080
62,0.827961,1.369305,1.203631,-0.817907,-2.288175
63,0.807355,1.308608,1.151429,-0.971712,-2.209398
64,0.824301,1.329413,1.167188,-0.805866,-2.274453
65,0.822704,1.329413,1.164248,-0.817564,-2.268850
66,0.804772,1.308493,1.178831,-0.945110,-2.199883
67,0.802428,1.323791,1.228867,-0.968538,-2.189080
68,0.804772,1.308429,1.178831,-0.944956,-2.199883
69,0.802428,1.323791,1.191457,-0.996159,-2.189080
70,0.827961,1.369305,1.203631,-0.817907,-2.288175
71,0.807355,1.308608,1.151429,-0.971712,-2.209398
72,0.827961,1.369305,1.203484,-0.817907,-2.288175
73,0.804772,1.308493,1.178831,-0.945110,-2.199883
74,0.802428,1.323791,1.228867,-0.968538,-2.189080
75,0.824301,1.329413,1.167188,-0.805866,-2.274453
76,0.822704,1.329413,1.164248,-0.817564,-2.268850
77,0.804772,1.308429,1.178831,-0.944956,-2.199883
78,0.802428,1.323791,1.191457,-0.996159,-2.189080
79,0.827961,1.369305,1.203631,-0.817907,-2.288175
80,0.827961,1.369305,1.203484,-0.817907,-2.288175
81,0.807628,1.308608,1.151664,-0.980223,-2.210143
82,0.824301,1.329413,1.167188,-0.805866,-2.274453
83,0.822704,1.329413,1.164248,-0.817564,-2.268850
84,0.824301,1.329413,1.167208,-0.805866,-2.274453
85,0.807355,1.308608,1.151429,-0.971712,-2.209398
86,0.804772,1.308493,1.178831,-0.945110,-2.199883
87,0.802428,1.323791,1.191457,-0.996159,-2.189080
88,0.807628,1.308608,1.151664,-0.980223,-2.210143
89,0.734265,0.964786,0.783148,-0.944466,-2.864670
90,0.758769,0.971413,0.754893,-0.979021,-2.655333
91,0.807355,1.308608,1.151429,-0.971712,-2.209398
92,0.827961,1.373484,1.203631,-0.838519,-2.288175
93,0.804772,1.308493,1.178831,-0.945110,-2.199883
94,0.827961,1.369305,1.203631,-0.817907,-2.288175
95,0.810074,1.265256,1.129813,-0.831708,-2.219538
96,0.827961,1.369305,1.203484,-0.817907,-2.288175
97,0.802428,1.323791,1.191457,-0.996159,-2.189080
98,0.807628,1.308608,1.151664,-0.980223,-2.210143
99,0.734265,0.964786,0.783148,-0.944466,-2.864670
100,0.758769,0.971413,0.754893,-0.979021,-2.655333
101,0.749051,0.972069,0.754893,-0.902987,-2.755020
