Attribute,Value
Number Critical Scenarios,427
Number Critical Scenarios (duplicate free),101
Number All Scenarios,1000
Number All Scenarios (duplicate free),191
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.43
Ratio Critical/All scenarios (duplicate free),0.53
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99999815  0.83600092 -3.40496739]
Input value of critical (first of population of interest),[-5.73918459  3.68695832  5.12657664]
