Attribute,Value
Number Critical Scenarios,585
Number Critical Scenarios (duplicate free),199
Number All Scenarios,1000
Number All Scenarios (duplicate free),389
Number Best Critical Scenarios,226
Number Best Critical Scenarios (duplicate free),50
Number Best Scenarios,226
Number Best Scenarios (duplicate free),50
Ratio Critical/All scenarios,0.58
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.999956  0.838487]
Input value of critical (first of population of interest),[ 7.519245 -0.67181   6.565503]
