Attribute,Value
Number Critical Scenarios,975
Number Critical Scenarios (duplicate free),278
Number All Scenarios,1000
Number All Scenarios (duplicate free),300
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.93
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.92988139  0.66085562]
Input value of critical (first of population of interest),[ 0.74831759 -6.47785534 14.67526473]
