Attribute,Value
Number Critical Scenarios,511
Number Critical Scenarios (duplicate free),105
Number All Scenarios,1000
Number All Scenarios (duplicate free),211
Number Best Critical Scenarios,338
Number Best Critical Scenarios (duplicate free),26
Number Best Scenarios,556
Number Best Scenarios (duplicate free),42
Ratio Critical/All scenarios,0.51
Ratio Critical/All scenarios (duplicate free),0.50
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.62
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.992524  0.767007  0.      ]
Input value of critical (first of population of interest),[1.987074 6.684102 3.566231]
