Attribute,Value
Number Critical Scenarios,503
Number Critical Scenarios (duplicate free),158
Number All Scenarios,1000
Number All Scenarios (duplicate free),358
Number Best Critical Scenarios,14
Number Best Critical Scenarios (duplicate free),14
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.44
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.70
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-0.88177872  0.81605393]
Input value of critical (first of population of interest),[ 6.7441573   0.40574428 12.81509194]
