Attribute,Value
Number Critical Scenarios,891
Number Critical Scenarios (duplicate free),266
Number All Scenarios,1000
Number All Scenarios (duplicate free),319
Number Best Critical Scenarios,19
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.89
Ratio Critical/All scenarios (duplicate free),0.83
Ratio Best Critical/Best Scenarios,0.95
Ratio Best Critical/Best Scenarios (duplicate free),0.95
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.98995394  0.78143581]
Input value of critical (first of population of interest),[-7.94880967 -6.47559163 18.61660341]
