Attribute,Value
Number Critical Scenarios,836
Number Critical Scenarios (duplicate free),265
Number All Scenarios,1000
Number All Scenarios (duplicate free),328
Number Best Critical Scenarios,274
Number Best Critical Scenarios (duplicate free),56
Number Best Scenarios,341
Number Best Scenarios (duplicate free),62
Ratio Critical/All scenarios,0.84
Ratio Critical/All scenarios (duplicate free),0.81
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.90
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.966519  0.723312]
Input value of critical (first of population of interest),[ 5.220017  6.546568 13.871648]
