run,RS,NSGA-II-D,NSGA-II
1,0.09758342226191334,0.20366161074896508,0.45928014740385054
2,0.1034917426015029,0.21462158112287863,0.41447229555346277
3,0.10291521821169641,0.19502975623522004,0.4584777862462952
4,0.11114713664823965,0.2757513421212284,0.40469648404398517
5,0.09565541700385964,0.2141740433706796,0.2794342078838426
6,0.09970106783931293,0.1967374278797865,0.3328722242801482
7,0.11659651092055894,0.24457282046294151,0.3695215526034075
8,0.1011814933492635,0.19765347940452843,0.35951700919454427
9,0.10084813771926375,0.29066922400684525,0.2953113134754259
10,0.11161626413455657,0.18130791617888656,0.3722674257959182
