Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-7.969841,2.676604,20.552586,-0.973258,0.674950,0.000000,1
1,-6.979376,-0.732556,20.629559,-0.994563,0.683543,0.000000,1
2,-6.375311,7.162568,20.570148,-0.956240,0.643349,0.000000,1
3,-5.740605,0.376863,17.642887,0.380316,0.636730,0.000000,0
4,-2.377749,-6.753111,19.651083,-0.999999,0.714771,0.000000,1
5,0.408480,-4.768992,19.019428,0.956124,0.596183,0.000000,0
6,0.439388,-7.718004,18.928976,-0.035178,0.637601,0.000000,0
7,3.333045,-7.560722,2.376235,-1.000000,0.789815,0.000000,1
8,4.527241,-7.225529,19.815348,-0.972947,0.647257,0.000000,1
9,7.741774,7.557763,5.099440,-0.997759,0.693322,0.000000,1
