Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.998877,1.897436,1.834083,-0.000000,-2.864943,-0.000000,0
1,0.466549,0.784395,1.258262,-0.756624,-2.456968,-0.000000,0
2,0.920013,1.804057,1.385288,-0.447949,-2.629147,-0.000000,0
3,0.800364,1.288079,1.245002,-0.792760,-2.181416,-0.000000,0
4,0.967391,0.744331,0.507219,-0.000000,-2.794883,-0.000000,0
5,0.872568,1.165944,1.690537,-0.000000,-2.417249,-0.000000,0
6,0.730960,1.625544,0.383072,-0.248508,-2.051100,-0.000000,0
7,0.258881,1.107482,4.343299,-0.408899,-0.089403,-0.000000,0
8,0.767976,1.603125,2.276244,-0.001910,-2.094393,-0.000000,0
9,0.590022,0.888333,0.813867,-0.361812,-0.257218,-0.000000,0
10,0.541859,1.430551,2.694759,-0.439550,-0.064543,-0.000000,0
11,0.887621,0.918973,2.448449,-0.000000,-2.519955,-0.000000,0
12,0.847468,1.451216,2.953180,-0.000000,-2.433320,-0.000000,0
13,0.949217,1.382497,4.969123,-0.000000,-2.734601,-0.000000,0
14,0.354773,0.822915,4.001623,-0.054482,-1.189354,-0.000000,0
15,0.444332,1.285104,0.651436,-0.024362,-1.454784,-0.000000,0
16,0.314846,1.057577,2.117417,-0.147225,-1.099720,-0.000000,0
17,0.706910,1.559134,3.397062,-0.000000,-2.048045,-0.000000,0
18,0.650713,0.650809,0.906726,-0.000034,-1.938247,-0.000000,0
19,0.425882,1.943508,3.850038,-0.272400,-0.180177,-0.000000,0
20,0.782606,0.984704,3.569666,-0.000000,-2.077566,-0.000000,0
21,0.821454,0.705358,4.845500,-0.000000,-2.162835,-0.000000,0
22,0.397655,1.862278,2.174034,-0.016176,-1.341126,-0.000000,0
23,0.679670,0.548743,2.535465,-0.000000,-1.995653,-0.000000,0
24,0.601698,0.840036,2.819452,-0.000000,-1.813570,-0.000000,0
25,0.483281,1.085490,3.888130,-0.000004,-1.527710,-0.000000,0
26,0.330586,1.205719,3.339327,-0.268360,-0.115242,-0.000000,0
27,0.240727,1.822864,4.128783,-0.008003,-0.937834,-0.000000,0
28,0.281716,1.719990,0.051046,-0.000008,-1.157495,-0.000000,0
29,0.221254,1.544062,1.116361,-0.000031,-0.989959,-0.000000,0
30,0.715981,1.504576,4.658519,-0.000000,-1.938859,-0.000000,0
31,0.508294,0.625418,3.012291,-0.000000,-1.576694,-0.000000,0
32,0.376617,0.592004,4.391846,-0.000000,-1.236382,-0.000000,0
33,0.627351,1.759401,1.946391,-0.151962,-0.063244,-0.000000,0
34,0.555805,1.013520,0.155143,-0.154278,-0.055218,-0.000000,0
35,0.193830,1.674502,4.519123,-0.003599,-0.840583,-0.000000,0
36,0.148776,0.506814,1.577610,-0.005814,-0.654591,-0.000000,0
37,0.182102,1.334235,0.353348,-0.000007,-0.920967,-0.000000,0
38,0.132480,1.216809,3.186045,-0.000224,-0.676605,-0.000000,0
39,0.116441,1.964119,3.647863,-0.000030,-0.673547,-0.000000,0
40,0.920013,1.804057,1.385288,-0.447949,-2.629147,-0.000000,0
41,0.356533,1.057577,3.978176,-0.997547,-1.201243,-11.027784,0
42,0.998877,1.897436,1.801477,-0.000000,-2.877849,-11.027784,0
43,0.471445,0.784395,1.279004,-0.889432,-2.465990,-11.027784,1
44,0.446667,1.285421,3.350868,-0.993648,-1.434052,-11.027784,0
45,0.998877,1.897436,1.834083,-0.000000,-2.864943,-0.000000,0
46,0.999947,1.897436,1.834083,-0.000000,-2.868354,-11.027784,0
47,0.994489,1.862268,1.834083,-0.000000,-2.848165,-11.027784,0
48,0.466549,0.784395,1.258262,-0.756624,-2.456968,-0.000000,0
49,0.800364,1.288079,1.245002,-0.792760,-2.181416,-0.000000,0
50,0.463304,0.784395,1.258262,-0.687864,-2.444440,-11.027784,0
51,0.800364,1.288079,1.260296,-0.729286,-2.181416,-11.027784,0
52,0.444332,1.287246,3.339082,-0.981053,-1.426631,-11.027784,0
53,0.967391,0.744331,0.507219,-0.000000,-2.794883,-0.000000,0
54,0.967391,0.744331,0.515831,-0.000000,-2.794883,-11.027784,0
55,0.872568,1.165944,1.690537,-0.000000,-2.417249,-0.000000,0
56,0.807279,1.288079,2.169982,-0.000000,-2.187757,-11.027784,0
57,0.730960,1.625544,0.383072,-0.248508,-2.051100,-0.000000,0
58,0.800364,1.288079,1.587516,-0.035586,-2.179800,-11.027784,0
59,0.423982,0.570880,0.768142,-0.871431,-1.378240,-11.027784,0
60,0.887621,0.918973,2.448449,-0.000000,-2.519955,-0.000000,0
61,0.847468,1.451216,2.953180,-0.000000,-2.433320,-0.000000,0
62,0.988753,1.885383,3.164274,-0.000000,-2.615224,-11.027784,0
63,0.949923,1.378695,4.930429,-0.000000,-2.737322,-11.027784,0
64,0.837057,1.958609,3.850038,-0.000000,-2.224653,-11.027784,0
65,0.767976,1.603125,2.276244,-0.001910,-2.094393,-0.000000,0
66,0.444332,1.285104,0.651436,-0.024362,-1.454784,-0.000000,0
67,0.653958,0.650809,0.906726,-0.000025,-1.942028,-11.027784,0
68,0.555805,1.586580,0.389514,-0.011330,-1.716955,-11.027784,0
69,0.800808,1.603125,2.464254,-0.000000,-2.178283,-11.027784,0
70,0.744455,0.592004,0.387373,-0.000000,-2.083167,-11.027784,0
71,0.258881,1.107482,4.343299,-0.408899,-0.089403,-0.000000,0
72,0.590022,0.888333,0.813867,-0.361812,-0.257218,-0.000000,0
73,0.541859,1.430551,2.694759,-0.439550,-0.064543,-0.000000,0
74,0.335577,1.386571,3.192502,-0.239837,-1.166040,-11.027784,0
75,0.466549,0.802309,1.161732,-0.394547,-0.097602,-11.027784,0
76,0.426285,1.943508,3.850038,-0.276517,-0.183977,-11.027784,0
77,0.541859,1.430551,2.727365,-0.416807,-0.062396,-11.027784,0
78,0.397655,1.431060,2.170709,-0.132131,-1.315612,-11.027784,0
79,0.354773,0.822915,4.001623,-0.054482,-1.189354,-0.000000,0
80,0.920013,1.804057,1.385288,-0.447949,-2.629147,-0.000000,0
81,0.356533,1.057577,3.978176,-0.997547,-1.201243,-11.027784,0
