Attribute,Value
Number Critical Scenarios,680
Number Critical Scenarios (duplicate free),227
Number All Scenarios,1000
Number All Scenarios (duplicate free),344
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.68
Ratio Critical/All scenarios (duplicate free),0.66
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99259639  0.73499914]
Input value of critical (first of population of interest),[-0.38258227 -7.08378876 12.86536981]
