Attribute,Value
Number Critical Scenarios,231
Number Critical Scenarios (duplicate free),43
Number All Scenarios,1000
Number All Scenarios (duplicate free),228
Number Best Critical Scenarios,160
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,552
Number Best Scenarios (duplicate free),69
Ratio Critical/All scenarios,0.23
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.29
Ratio Best Critical/Best Scenarios (duplicate free),0.26
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999936  0.811324 -3.63085 ]
Input value of critical (first of population of interest),[-3.767588  7.512426 13.700139]
