Attribute,Value
Number Critical Scenarios,312
Number Critical Scenarios (duplicate free),84
Number All Scenarios,1000
Number All Scenarios (duplicate free),216
Number Best Critical Scenarios,159
Number Best Critical Scenarios (duplicate free),27
Number Best Scenarios,565
Number Best Scenarios (duplicate free),64
Ratio Critical/All scenarios,0.31
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.28
Ratio Best Critical/Best Scenarios (duplicate free),0.42
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.815643  0.720251 -3.331871]
Input value of critical (first of population of interest),[-3.202836 -0.75658  15.44501 ]
