Attribute,Value
Number Critical Scenarios,334
Number Critical Scenarios (duplicate free),52
Number All Scenarios,1000
Number All Scenarios (duplicate free),189
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.33
Ratio Critical/All scenarios (duplicate free),0.28
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.96358478  0.72792718 -1.56357099]
Input value of critical (first of population of interest),[ 7.78477798 -0.42520317 10.80210836]
