Attribute,Value
Number Critical Scenarios,608
Number Critical Scenarios (duplicate free),167
Number All Scenarios,1000
Number All Scenarios (duplicate free),320
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.61
Ratio Critical/All scenarios (duplicate free),0.52
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.96307439  0.7012768 ]
Input value of critical (first of population of interest),[-0.83965768 -7.81868127 13.01440256]
