Attribute,Value
Number Critical Scenarios,462
Number Critical Scenarios (duplicate free),128
Number All Scenarios,1000
Number All Scenarios (duplicate free),257
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.46
Ratio Critical/All scenarios (duplicate free),0.50
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.50
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.88291222  0.82092525  0.        ]
Input value of critical (first of population of interest),[ 6.12522341 -0.23873253  4.77533031]
