Attribute,Value
Number Critical Scenarios,600
Number Critical Scenarios (duplicate free),233
Number All Scenarios,1000
Number All Scenarios (duplicate free),360
Number Best Critical Scenarios,148
Number Best Critical Scenarios (duplicate free),44
Number Best Scenarios,334
Number Best Scenarios (duplicate free),79
Ratio Critical/All scenarios,0.60
Ratio Critical/All scenarios (duplicate free),0.65
Ratio Best Critical/Best Scenarios,0.44
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.98311   0.772758]
Input value of critical (first of population of interest),[-5.644978 -0.850094  0.977047]
