RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.5412978258060082,0.1692802741601309,100.0,0.590149974215796,0.13892559240359692,100.0,0.5619388624660289,0.109602283213754
200.0,0.3956493177902158,0.06624980273656626,200.0,0.47936824700668695,0.11833015781549125,200.0,0.447076814612321,0.09698932106569233
300.0,0.32594656800718746,0.04844385755215375,300.0,0.40024093080780193,0.0982368344565069,300.0,0.42821190218904126,0.10359506648833378
400.0,0.2886273495089155,0.032568097915902317,400.0,0.3852523747919393,0.10111483394924274,400.0,0.4050450758482258,0.11749001883567108
500.0,0.2654343358869335,0.025764176625203014,500.0,0.36408900092936614,0.09701852206956321,500.0,0.4017349803047073,0.11914169753542518
600.0,0.24167637676142592,0.02283650240995907,600.0,0.356563283669377,0.10048892739046322,600.0,0.39544566466413256,0.12537476573441375
700.0,0.22885836341495583,0.026063542821535366,700.0,0.34267814737254415,0.10529842550920446,700.0,0.39212147647185713,0.12499461607078015
800.0,0.22171627298921387,0.027082794954815307,800.0,0.33787521939386495,0.10760332559667739,800.0,0.3917565872153698,0.1247857151574862
900.0,0.2155026604650912,0.024499028811476472,900.0,0.32943389030799536,0.10482019675947163,900.0,0.37833985729519853,0.11113443488274904
1000.0,0.2122146788845706,0.023885300431517202,1000.0,0.32326353809570013,0.10671447786360388,1000.0,0.3776205634916072,0.11078226834018028
