Attribute,Value
Number Critical Scenarios,710
Number Critical Scenarios (duplicate free),196
Number All Scenarios,1000
Number All Scenarios (duplicate free),322
Number Best Critical Scenarios,154
Number Best Critical Scenarios (duplicate free),31
Number Best Scenarios,176
Number Best Scenarios (duplicate free),39
Ratio Critical/All scenarios,0.71
Ratio Critical/All scenarios (duplicate free),0.61
Ratio Best Critical/Best Scenarios,0.88
Ratio Best Critical/Best Scenarios (duplicate free),0.79
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999983  0.810505]
Input value of critical (first of population of interest),[-7.794663  0.383148  2.789125]
