Attribute,Value
Number Critical Scenarios,974
Number Critical Scenarios (duplicate free),307
Number All Scenarios,1000
Number All Scenarios (duplicate free),330
Number Best Critical Scenarios,313
Number Best Critical Scenarios (duplicate free),61
Number Best Scenarios,313
Number Best Scenarios (duplicate free),61
Ratio Critical/All scenarios,0.97
Ratio Critical/All scenarios (duplicate free),0.93
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999949  0.837116]
Input value of critical (first of population of interest),[ 4.142338 -7.268673  1.876109]
